campaign_id,campaign_name,platform,date,country,campaign_objective,ad_type,impressions,clicks,conversions,spend,revenue
CMP07261,New Product Launch,Meta,2026-02-18,USA,Traffic,Carousel,472183,9833,211,37567.57,73140.25
CMP07262,Summer Sale,LinkedIn,2026-02-05,Saudi Arabia,Lead Generation,Story,301484,12703,1853,28685.91,608285.51
CMP07263,Back to School,Google Ads,2026-07-22,USA,Traffic,Video,110099,1204,125,6705.53,23699.06
CMP07264,Eid Offers,Meta,2026-06-11,Saudi Arabia,Traffic,Image,193602,11355,1483,5389.98,132659.12
CMP07265,Eid Offers,TikTok,2026-05-19,USA,Lead Generation,Carousel,172115,8981,707,9792.64,111546.09
CMP07266,Eid Offers,TikTok,2026-01-30,Saudi Arabia,Awareness,Image,350352,26149,878,20538.4,126726.81
CMP07267,Back to School,LinkedIn,2026-02-27,UK,Traffic,Video,128954,9806,1159,6605.98,122999.39
CMP07268,Brand Awareness,TikTok,2026-01-20,UK,Awareness,Story,349201,26867,1548,16789.73,516804.7
CMP07269,Back to School,Meta,2026-04-08,Saudi Arabia,Traffic,Carousel,15971,443,52,413.03,2864.51
CMP07270,New Product Launch,TikTok,2026-05-03,Egypt,Conversions,Carousel,175722,5675,828,10899.26,125974.73
CMP07271,Back to School,Meta,2026-07-05,UAE,Lead Generation,Image,399247,27677,3298,16651.54,261754.18
CMP07272,Brand Awareness,Google Ads,2026-01-23,USA,Awareness,Carousel,204921,9982,1158,14098.67,314146.84
CMP07273,Eid Offers,Google Ads,2026-01-21,UAE,Conversions,Carousel,220090,2850,59,6804.42,22890.01
CMP07274,Eid Offers,LinkedIn,2026-03-03,Egypt,Conversions,Carousel,391560,2397,212,9284.76,64772.05
CMP07275,New Product Launch,LinkedIn,2026-01-30,Egypt,Traffic,Image,431343,6320,577,37266.08,89508.71
CMP07276,Back to School,LinkedIn,2026-07-09,USA,Traffic,Carousel,209117,2292,256,19076.3,40347.63
CMP07277,Ramadan Offers,Meta,2026-02-22,Egypt,Traffic,Story,321420,19904,304,5630.42,57846.9
CMP07278,Summer Sale,Google Ads,2026-05-28,Saudi Arabia,Traffic,Image,429835,10837,446,36732.61,27672.46
CMP07279,Eid Offers,TikTok,2026-06-23,UAE,Lead Generation,Image,450691,27850,2949,22772.86,418076.62
CMP07280,New Product Launch,Meta,2026-08-04,USA,Traffic,Image,24234,487,47,1237.04,4314.26
CMP07281,Eid Offers,LinkedIn,2026-05-01,Saudi Arabia,Lead Generation,Carousel,343640,11356,1047,16949.36,90150.86
CMP07282,Brand Awareness,TikTok,2026-06-16,USA,Traffic,Video,475591,13710,1864,14851.0,284053.31
CMP07283,Eid Offers,LinkedIn,2026-07-18,UK,Conversions,Image,85674,4737,607,8205.53,146209.43
CMP07284,Eid Offers,TikTok,2026-07-23,USA,Awareness,Image,197480,8739,1275,6105.44,65904.2
CMP07285,Winter Collection,Meta,2026-02-16,UK,Lead Generation,Image,195980,13366,545,11521.55,141719.2
CMP07286,Free Shipping,TikTok,2026-02-22,Egypt,Traffic,Image,274212,14193,659,16781.58,187275.02
CMP07287,Black Friday,Meta,2026-02-10,Egypt,Conversions,Carousel,95536,1063,93,3307.09,28452.49
CMP07288,Black Friday,Google Ads,2026-08-15,Saudi Arabia,Conversions,Story,273153,10853,1398,20917.77,161373.72
CMP07289,Black Friday,Meta,2026-05-26,Egypt,Conversions,Story,340038,22980,702,19317.19,183317.26
CMP07290,Free Shipping,TikTok,2026-07-27,USA,Lead Generation,Video,41070,1136,74,1620.22,10968.09
CMP07291,Eid Offers,Google Ads,2026-03-21,Saudi Arabia,Awareness,Image,428291,21183,3146,22859.45,332493.7
CMP07292,Ramadan Offers,Meta,2026-08-11,Egypt,Lead Generation,Video,328225,21685,1735,22761.95,241277.68
CMP07293,Winter Collection,Meta,2026-03-23,UK,Lead Generation,Story,87127,2170,192,3348.49,17777.74
CMP07294,Ramadan Offers,LinkedIn,2026-01-07,USA,Lead Generation,Story,142760,9694,168,10736.44,8697.92
CMP07295,Ramadan Offers,LinkedIn,2026-05-08,UAE,Lead Generation,Story,108215,5444,193,6723.45,54460.48
CMP07296,Back to School,Google Ads,2026-03-21,USA,Awareness,Carousel,76603,2496,252,3726.06,101109.59
CMP07297,Brand Awareness,LinkedIn,2026-03-22,USA,Conversions,Story,443748,33014,2617,45621.42,245969.45
CMP07298,Black Friday,TikTok,2026-02-14,UAE,Lead Generation,Video,272924,15044,2104,9289.38,331161.54
CMP07299,Winter Collection,Google Ads,2026-02-09,Egypt,Lead Generation,Story,266985,5870,645,17564.62,71726.59
CMP07300,Eid Offers,Meta,2026-05-29,Egypt,Conversions,Story,430987,28414,4048,17491.37,699597.24
CMP07301,Summer Sale,Meta,2026-06-12,UAE,Lead Generation,Video,402347,15244,1728,21029.74,244500.38
CMP07302,Free Shipping,LinkedIn,2026-01-13,UK,Lead Generation,Story,415520,3132,383,39647.76,89579.68
CMP07303,New Product Launch,Google Ads,2026-07-15,Egypt,Traffic,Story,230002,14154,2097,20767.35,633508.1
CMP07304,New Product Launch,TikTok,2026-03-05,UK,Traffic,Carousel,148380,11337,189,9158.31,13279.63
CMP07305,Eid Offers,Meta,2026-06-09,UK,Awareness,Video,424113,29953,2219,22296.01,258331.5
CMP07306,Winter Collection,LinkedIn,2026-01-10,UAE,Traffic,Image,122215,1552,180,7366.48,21331.23
CMP07307,Brand Awareness,Google Ads,2026-07-02,Egypt,Conversions,Story,397778,31070,671,7743.69,131796.77
CMP07308,New Product Launch,TikTok,2026-05-23,UK,Traffic,Image,113335,5577,754,7899.65,177262.87
CMP07309,Flash Sale,TikTok,2026-01-01,Saudi Arabia,Lead Generation,Story,344454,6778,669,10913.49,49165.92
CMP07310,Brand Awareness,LinkedIn,2026-01-24,USA,Conversions,Story,213594,2270,175,21616.1,13899.74
CMP07311,Ramadan Offers,Meta,2026-08-05,Egypt,Conversions,Story,194264,6038,203,9142.22,27308.96
CMP07312,Winter Collection,Google Ads,2026-08-17,UK,Conversions,Image,355436,20517,2131,24678.76,253766.11
CMP07313,Winter Collection,LinkedIn,2026-07-13,UK,Awareness,Image,212793,8658,624,17087.62,125548.7
CMP07314,Winter Collection,TikTok,2026-06-28,UK,Lead Generation,Video,393261,18964,1256,9114.44,288633.0
CMP07315,Brand Awareness,LinkedIn,2026-05-03,Egypt,Lead Generation,Image,54342,498,52,1780.61,5513.82
CMP07316,Brand Awareness,TikTok,2026-03-11,Egypt,Conversions,Carousel,256841,2785,247,6467.19,50958.13
CMP07317,Free Shipping,LinkedIn,2026-02-11,USA,Lead Generation,Video,151551,5194,449,4113.49,68468.31
CMP07318,New Product Launch,TikTok,2026-05-05,Egypt,Traffic,Image,341969,19151,763,11217.84,268979.59
CMP07319,Ramadan Offers,Meta,2026-04-14,UAE,Conversions,Carousel,345451,4174,589,18511.1,226464.72
CMP07320,Winter Collection,Meta,2026-01-22,UK,Traffic,Carousel,366039,6258,540,22070.23,86340.66
CMP07321,Flash Sale,Meta,2026-07-31,USA,Conversions,Story,431189,5413,144,32136.24,22341.81
CMP07322,Black Friday,LinkedIn,2026-03-02,Saudi Arabia,Awareness,Video,37941,2591,254,2247.59,31417.32
CMP07323,Flash Sale,LinkedIn,2026-05-15,Egypt,Traffic,Video,297673,15141,2170,23594.59,629862.25
CMP07324,Free Shipping,LinkedIn,2026-06-07,USA,Lead Generation,Story,327718,13811,480,13990.01,110179.47
CMP07325,New Product Launch,Google Ads,2026-02-21,UK,Lead Generation,Carousel,393641,23394,2840,19015.7,753789.71
CMP07326,Eid Offers,LinkedIn,2026-01-20,Saudi Arabia,Traffic,Carousel,419848,8198,1130,8510.83,141888.82
CMP07327,Winter Collection,Meta,2026-02-23,USA,Awareness,Video,33458,2613,378,2172.16,52759.92
CMP07328,Eid Offers,Meta,2026-06-19,USA,Lead Generation,Image,112843,3036,398,7837.86,134251.88
CMP07329,Black Friday,TikTok,2026-01-31,USA,Traffic,Story,122967,3969,107,6787.74,13150.06
CMP07330,Free Shipping,LinkedIn,2026-08-02,USA,Traffic,Story,478746,10509,1252,45650.1,129970.75
CMP07331,Ramadan Offers,Meta,2026-05-11,Egypt,Conversions,Image,136787,7329,294,2794.87,33399.51
CMP07332,New Product Launch,LinkedIn,2026-05-05,UAE,Awareness,Carousel,440234,34369,4972,33398.78,775846.31
CMP07333,Ramadan Offers,Google Ads,2026-05-06,UAE,Traffic,Video,238387,8384,610,13777.37,59619.77
CMP07334,New Product Launch,LinkedIn,2026-06-12,UK,Lead Generation,Image,116786,6656,562,7746.5,84788.31
CMP07335,Black Friday,Google Ads,2026-08-02,Saudi Arabia,Traffic,Story,359257,11393,610,28688.62,44884.58
CMP07336,Eid Offers,TikTok,2026-01-25,UAE,Conversions,Story,155567,7349,1002,9691.9,70759.64
CMP07337,Flash Sale,Google Ads,2026-02-02,USA,Lead Generation,Video,173201,9293,545,3767.41,52929.94
CMP07338,New Product Launch,TikTok,2026-08-07,UAE,Lead Generation,Video,433030,32281,1848,15314.96,406231.59
CMP07339,New Product Launch,TikTok,2026-06-18,USA,Traffic,Image,161373,1526,193,6909.08,26573.1
CMP07340,Ramadan Offers,TikTok,2026-01-23,USA,Conversions,Story,129195,2604,267,2908.93,120555.32
CMP07341,Ramadan Offers,LinkedIn,2026-06-17,USA,Conversions,Story,421821,10149,961,23039.13,173804.99
CMP07342,Back to School,TikTok,2026-07-03,UAE,Lead Generation,Image,419337,22934,762,18163.88,146967.54
CMP07343,Ramadan Offers,LinkedIn,2026-08-04,UAE,Awareness,Story,236026,5901,266,7370.34,48150.22
CMP07344,Back to School,Meta,2026-06-18,USA,Conversions,Image,96620,4710,627,2611.42,199957.1
CMP07345,Eid Offers,Meta,2026-04-11,UK,Lead Generation,Video,328460,1671,47,12072.59,2667.53
CMP07346,New Product Launch,Google Ads,2026-06-30,Saudi Arabia,Traffic,Image,196188,2944,172,6036.37,67637.19
CMP07347,Winter Collection,Google Ads,2026-02-04,USA,Conversions,Video,299837,16143,717,17072.6,134659.91
CMP07348,Flash Sale,LinkedIn,2026-04-10,USA,Lead Generation,Story,382835,7674,135,37818.32,36795.0
CMP07349,Summer Sale,LinkedIn,2026-01-05,Egypt,Conversions,Image,156827,8601,1210,5740.7,464110.99
CMP07350,Eid Offers,Meta,2026-04-02,UAE,Conversions,Story,93238,5343,606,5811.01,52655.04
CMP07351,Eid Offers,LinkedIn,2026-03-23,Egypt,Conversions,Image,34604,1635,153,3246.11,10421.76
CMP07352,Brand Awareness,TikTok,2026-08-26,Egypt,Awareness,Video,26938,324,10,1126.1,310.35
CMP07353,New Product Launch,LinkedIn,2026-03-10,UK,Lead Generation,Carousel,323738,18963,1030,31028.12,129921.91
CMP07354,Free Shipping,Google Ads,2026-07-16,Saudi Arabia,Awareness,Story,484727,7913,210,32677.8,48157.9
CMP07355,New Product Launch,Meta,2026-05-31,UK,Lead Generation,Image,395818,5833,448,16989.92,90262.08
CMP07356,New Product Launch,Google Ads,2026-07-15,UK,Lead Generation,Image,376757,4250,512,12586.77,116678.49
CMP07357,Free Shipping,Google Ads,2026-01-13,USA,Conversions,Carousel,91379,1582,229,5078.93,54423.68
CMP07358,Black Friday,LinkedIn,2026-02-01,UAE,Lead Generation,Carousel,353690,5142,259,15263.05,43084.81
CMP07359,Back to School,Google Ads,2026-04-01,Saudi Arabia,Awareness,Image,294498,15943,541,21457.56,51694.04
CMP07360,Ramadan Offers,TikTok,2026-03-16,Saudi Arabia,Awareness,Video,158427,5791,243,10658.93,16868.7
CMP07361,Back to School,TikTok,2026-05-07,UK,Conversions,Image,465701,7497,1023,30708.27,192521.7
CMP07362,Summer Sale,Meta,2026-04-28,USA,Conversions,Image,341739,12846,550,25038.83,81977.69
CMP07363,Back to School,Meta,2026-04-22,Saudi Arabia,Traffic,Image,271006,21115,2974,21467.44,820981.95
CMP07364,Eid Offers,Meta,2026-03-02,Saudi Arabia,Conversions,Story,99239,6005,439,2996.08,86792.52
CMP07365,Free Shipping,TikTok,2026-06-28,USA,Traffic,Video,206918,5646,820,6070.15,61597.01
CMP07366,New Product Launch,Meta,2026-05-15,UAE,Lead Generation,Video,89463,2018,38,4087.99,11230.23
CMP07367,Winter Collection,TikTok,2026-06-29,USA,Traffic,Video,427912,10480,912,17623.51,287354.31
CMP07368,Free Shipping,TikTok,2026-01-13,UK,Awareness,Story,210012,7000,711,7479.89,48631.23
CMP07369,Eid Offers,TikTok,2026-08-30,Egypt,Lead Generation,Carousel,473216,17244,1464,26465.31,164497.93
CMP07370,Brand Awareness,TikTok,2026-05-27,Egypt,Conversions,Image,192411,8695,93,10416.35,26870.19
CMP07371,Winter Collection,LinkedIn,2026-04-20,UK,Conversions,Video,377761,7009,259,24943.01,26501.14
CMP07372,Flash Sale,TikTok,2026-03-15,UK,Conversions,Story,477338,16846,523,23493.94,34609.8
CMP07373,Summer Sale,LinkedIn,2026-06-16,UK,Awareness,Story,88723,6951,523,8848.0,95141.93
CMP07374,New Product Launch,Meta,2026-03-13,USA,Conversions,Carousel,146896,7756,973,3409.28,296574.85
CMP07375,Flash Sale,Meta,2026-04-29,UK,Lead Generation,Carousel,154408,6913,654,5904.09,155236.74
CMP07376,Back to School,LinkedIn,2026-05-12,Egypt,Awareness,Video,82010,5985,748,7423.66,121029.01
CMP07377,Free Shipping,TikTok,2026-04-23,Egypt,Lead Generation,Image,313496,15336,687,16317.8,184508.72
CMP07378,Brand Awareness,LinkedIn,2026-06-20,Egypt,Traffic,Carousel,319641,20650,588,10045.26,135019.13
CMP07379,Flash Sale,Google Ads,2026-02-14,Egypt,Conversions,Story,366520,6820,652,31067.34,77251.33
CMP07380,Ramadan Offers,Meta,2026-02-11,USA,Awareness,Carousel,261265,11035,830,4478.13,152835.47
CMP07381,Flash Sale,Google Ads,2026-04-08,UK,Conversions,Image,84880,2383,255,4177.06,72072.56
CMP07382,Flash Sale,Meta,2026-06-16,UAE,Traffic,Carousel,262024,8297,592,8885.23,28869.96
CMP07383,Winter Collection,TikTok,2026-03-31,USA,Awareness,Carousel,141796,4264,545,3042.63,38109.78
CMP07384,Free Shipping,Meta,2026-06-15,UAE,Conversions,Image,211803,5146,568,13103.88,26744.97
CMP07385,Brand Awareness,Meta,2026-08-25,Saudi Arabia,Lead Generation,Video,83127,759,112,1969.21,16586.74
CMP07386,Eid Offers,TikTok,2026-01-23,UK,Lead Generation,Video,148578,2331,123,3840.9,21638.41
CMP07387,Ramadan Offers,LinkedIn,2026-01-13,UAE,Lead Generation,Video,301357,15378,297,9430.94,88309.12
CMP07388,Winter Collection,TikTok,2026-01-24,UAE,Lead Generation,Carousel,253769,15461,1177,7125.38,80593.63
CMP07389,Eid Offers,Google Ads,2026-03-29,Saudi Arabia,Traffic,Carousel,299998,7184,454,24711.53,106395.52
CMP07390,Black Friday,LinkedIn,2026-08-17,USA,Traffic,Story,348665,5753,839,33723.48,105108.05
CMP07391,Winter Collection,Google Ads,2026-05-10,UAE,Conversions,Image,10621,751,88,650.82,23740.25
CMP07392,New Product Launch,TikTok,2026-05-04,UK,Lead Generation,Story,128117,5863,165,5856.94,24426.63
CMP07393,Flash Sale,Google Ads,2026-08-26,Saudi Arabia,Conversions,Story,129053,2819,170,11483.1,39903.91
CMP07394,Eid Offers,Meta,2026-06-03,UAE,Traffic,Video,400828,20378,825,28308.49,200674.8
CMP07395,Flash Sale,Google Ads,2026-08-04,UAE,Conversions,Image,149291,7767,204,4471.14,16497.32
CMP07396,Black Friday,TikTok,2026-06-11,UK,Conversions,Video,298837,23638,2239,16491.91,954351.77
CMP07397,Free Shipping,Google Ads,2026-07-13,UK,Awareness,Video,310373,20690,3071,9088.39,176497.38
CMP07398,Flash Sale,TikTok,2026-06-14,USA,Awareness,Carousel,276490,21434,1402,7220.69,348961.68
CMP07399,Back to School,Meta,2026-05-14,Saudi Arabia,Conversions,Story,254428,4847,642,17527.62,26605.57
CMP07400,New Product Launch,Google Ads,2026-06-26,UK,Conversions,Video,334290,25758,2349,13378.31,369434.85
CMP07401,Black Friday,Meta,2026-04-14,UK,Awareness,Image,443219,4593,132,26080.61,11943.97
CMP07402,Ramadan Offers,Meta,2026-07-25,Egypt,Lead Generation,Story,475426,24217,2814,20347.63,275844.04
CMP07403,Eid Offers,LinkedIn,2026-07-15,UK,Conversions,Carousel,373639,4947,117,31852.74,21006.37
CMP07404,Back to School,LinkedIn,2026-01-08,USA,Traffic,Image,330153,15404,1528,23058.25,500038.19
CMP07405,Brand Awareness,LinkedIn,2026-02-25,Saudi Arabia,Awareness,Video,398326,14230,740,14175.2,224545.25
CMP07406,Black Friday,Meta,2026-02-05,UAE,Lead Generation,Carousel,442509,31147,1465,21722.81,533352.37
CMP07407,Brand Awareness,Google Ads,2026-02-01,USA,Conversions,Image,497534,27091,1855,20384.14,557696.67
CMP07408,Winter Collection,Meta,2026-07-20,UK,Conversions,Video,191547,4686,688,13704.03,154499.01
CMP07409,Ramadan Offers,Meta,2026-08-15,Egypt,Lead Generation,Video,409754,13077,744,9316.29,120614.52
CMP07410,New Product Launch,TikTok,2026-05-07,UAE,Lead Generation,Image,365603,17159,612,19069.57,39932.99
CMP07411,Free Shipping,LinkedIn,2026-06-09,UK,Traffic,Video,357057,15726,2311,12616.28,303723.08
CMP07412,Eid Offers,Google Ads,2026-08-31,Egypt,Conversions,Carousel,72513,2775,250,2215.05,75558.42
CMP07413,Free Shipping,Google Ads,2026-05-20,USA,Lead Generation,Carousel,475414,25674,2809,27629.72,592882.04
CMP07414,Back to School,LinkedIn,2026-05-13,UK,Traffic,Story,180924,11903,1227,17431.98,281172.18
CMP07415,Winter Collection,Google Ads,2026-06-13,UAE,Conversions,Image,260412,12851,911,9130.41,164338.88
CMP07416,Free Shipping,Google Ads,2026-04-10,USA,Conversions,Image,100104,2511,98,1888.43,23659.35
CMP07417,Summer Sale,Meta,2026-02-22,Saudi Arabia,Lead Generation,Carousel,462801,3560,352,34451.06,52499.42
CMP07418,Free Shipping,TikTok,2026-08-27,UK,Awareness,Image,145734,8443,241,6449.47,43017.79
CMP07419,Eid Offers,Meta,2026-03-03,Egypt,Lead Generation,Story,405200,23644,667,20384.89,144270.25
CMP07420,Brand Awareness,Google Ads,2026-05-30,Saudi Arabia,Traffic,Story,338475,16464,978,7306.91,127298.2
CMP07421,Black Friday,TikTok,2026-06-11,Saudi Arabia,Traffic,Video,490758,29817,2691,31754.29,421789.43
CMP07422,Winter Collection,TikTok,2026-06-25,Saudi Arabia,Traffic,Image,274886,8480,755,6421.35,169423.54
CMP07423,Flash Sale,TikTok,2026-06-20,Egypt,Traffic,Image,136439,7587,1091,3054.91,315021.53
CMP07424,Summer Sale,Google Ads,2026-07-19,USA,Conversions,Carousel,105414,5806,413,5815.87,74733.28
CMP07425,Summer Sale,LinkedIn,2026-08-15,Saudi Arabia,Awareness,Carousel,217664,11705,820,22060.14,340049.45
CMP07426,Flash Sale,TikTok,2026-01-30,UAE,Conversions,Story,136830,8583,1082,9455.43,51232.57
CMP07427,Brand Awareness,Meta,2026-06-16,Egypt,Traffic,Video,364392,6381,272,27092.2,70625.49
CMP07428,Back to School,TikTok,2026-07-14,UK,Traffic,Video,395214,13227,663,13401.73,203225.97
CMP07429,Ramadan Offers,Google Ads,2026-02-13,Egypt,Conversions,Video,11078,359,42,800.49,10970.72
CMP07430,Brand Awareness,TikTok,2026-01-29,Egypt,Traffic,Image,103564,4250,557,4404.97,31761.98
CMP07431,Summer Sale,Meta,2026-05-16,UK,Awareness,Story,84365,5655,644,4213.77,165793.47
CMP07432,Winter Collection,Google Ads,2026-06-19,UK,Traffic,Story,440267,17417,2094,35300.82,166602.32
CMP07433,Ramadan Offers,Google Ads,2026-02-22,UK,Lead Generation,Story,340386,2722,393,20318.53,119022.42
CMP07434,Eid Offers,TikTok,2026-01-08,Egypt,Conversions,Image,280505,16970,1064,18105.99,228362.24
CMP07435,Summer Sale,TikTok,2026-08-11,USA,Awareness,Video,84335,3236,269,3656.01,26098.33
CMP07436,Back to School,TikTok,2026-05-08,UAE,Awareness,Video,472713,8733,763,32774.87,196969.25
CMP07437,Flash Sale,TikTok,2026-02-04,UK,Lead Generation,Image,497124,2878,101,21260.58,12060.99
CMP07438,Black Friday,LinkedIn,2026-08-22,Egypt,Awareness,Carousel,479276,29653,1078,33076.36,68779.79
CMP07439,Winter Collection,LinkedIn,2026-02-09,USA,Traffic,Image,134969,3241,302,13527.1,33065.83
CMP07440,Back to School,LinkedIn,2026-08-05,Saudi Arabia,Lead Generation,Carousel,312629,16963,2418,29568.89,298845.0
CMP07441,Brand Awareness,TikTok,2026-03-09,USA,Awareness,Video,424836,33693,2842,18541.46,278418.54
CMP07442,Ramadan Offers,LinkedIn,2026-06-18,UK,Awareness,Video,110258,3923,152,2186.99,30248.66
CMP07443,Free Shipping,LinkedIn,2026-08-05,Saudi Arabia,Conversions,Image,32565,1675,48,1888.98,9510.64
CMP07444,Brand Awareness,Meta,2026-07-05,Egypt,Awareness,Story,422882,24122,953,20458.91,288710.49
CMP07445,Brand Awareness,TikTok,2026-01-05,Saudi Arabia,Awareness,Story,189761,11582,719,4815.55,60946.52
CMP07446,Eid Offers,LinkedIn,2026-05-04,UAE,Conversions,Video,52794,1524,174,4263.94,29348.02
CMP07447,Flash Sale,TikTok,2026-06-08,Egypt,Awareness,Carousel,93490,3839,74,4871.53,20796.93
CMP07448,Black Friday,Meta,2026-01-17,USA,Lead Generation,Image,357329,22149,1493,15304.75,196373.71
CMP07449,Back to School,LinkedIn,2026-06-20,UAE,Conversions,Image,83416,2450,107,8046.67,6671.78
CMP07450,Flash Sale,Google Ads,2026-07-24,Saudi Arabia,Conversions,Carousel,210809,4144,282,16160.21,12766.54
CMP07451,Back to School,TikTok,2026-06-01,UAE,Conversions,Story,165852,7913,1131,5324.36,186219.56
CMP07452,Free Shipping,Meta,2026-06-02,UAE,Traffic,Video,225612,1316,193,3858.5,14041.81
CMP07453,Flash Sale,LinkedIn,2026-06-26,UAE,Traffic,Carousel,410388,12056,994,24752.0,204741.07
CMP07454,New Product Launch,TikTok,2026-08-21,Saudi Arabia,Lead Generation,Video,104429,6836,743,2781.23,164931.21
CMP07455,Brand Awareness,LinkedIn,2026-06-11,UK,Lead Generation,Image,354176,21395,887,10671.72,238514.19
CMP07456,Free Shipping,Meta,2026-05-04,Egypt,Awareness,Image,119123,7946,912,7117.6,308748.34
CMP07457,Flash Sale,TikTok,2026-04-29,Saudi Arabia,Lead Generation,Carousel,325466,14306,1712,8716.36,345638.49
CMP07458,Black Friday,LinkedIn,2026-02-17,Egypt,Conversions,Image,139539,1297,149,3539.11,19148.0
CMP07459,Ramadan Offers,LinkedIn,2026-07-04,Saudi Arabia,Lead Generation,Image,168918,5907,221,14446.58,52810.74
CMP07460,Brand Awareness,Meta,2026-03-04,Saudi Arabia,Traffic,Story,341489,16862,2331,22922.47,427405.79
CMP07461,Summer Sale,Meta,2026-01-27,UK,Lead Generation,Image,474962,18666,883,13374.09,195424.7
CMP07462,Summer Sale,Google Ads,2026-02-09,Egypt,Lead Generation,Carousel,276881,21908,967,13116.56,85300.94
CMP07463,Free Shipping,TikTok,2026-01-19,USA,Conversions,Image,279074,2932,35,19200.43,7490.52
CMP07464,New Product Launch,Google Ads,2026-06-24,UAE,Traffic,Image,374338,2122,112,18119.65,28795.85
CMP07465,Eid Offers,TikTok,2026-03-28,UAE,Traffic,Story,146326,10451,576,8648.65,194784.59
CMP07466,Black Friday,Meta,2026-07-30,USA,Awareness,Carousel,149142,6583,283,7493.25,14042.61
CMP07467,Free Shipping,TikTok,2026-06-29,Egypt,Lead Generation,Image,66104,4713,693,4661.29,135901.33
CMP07468,Back to School,TikTok,2026-06-04,Saudi Arabia,Lead Generation,Story,398248,23002,1973,24685.76,72788.98
CMP07469,Black Friday,Google Ads,2026-01-21,UK,Awareness,Video,398564,17707,834,33413.59,80275.79
CMP07470,Free Shipping,Meta,2026-03-31,UAE,Conversions,Carousel,131793,6585,431,6341.78,25928.64
CMP07471,Brand Awareness,Google Ads,2026-02-27,UAE,Traffic,Carousel,488807,35670,1012,36932.58,148387.03
CMP07472,Eid Offers,LinkedIn,2026-01-18,Saudi Arabia,Awareness,Carousel,362252,17776,278,8811.31,27691.08
CMP07473,Brand Awareness,TikTok,2026-02-11,USA,Lead Generation,Story,207485,3831,382,8747.62,35031.36
CMP07474,Free Shipping,LinkedIn,2026-06-05,USA,Traffic,Carousel,436873,5170,151,19602.88,63998.16
CMP07475,New Product Launch,Google Ads,2026-01-10,UK,Traffic,Carousel,39108,1982,285,2757.68,60982.35
CMP07476,Summer Sale,TikTok,2026-05-04,Saudi Arabia,Conversions,Story,391160,21412,1587,17195.26,110690.76
CMP07477,Winter Collection,Google Ads,2026-04-12,Saudi Arabia,Lead Generation,Video,85045,6595,396,2060.44,50066.82
CMP07478,Summer Sale,TikTok,2026-06-06,USA,Lead Generation,Story,444903,24298,1022,21816.49,182567.68
CMP07479,Summer Sale,Meta,2026-01-29,Saudi Arabia,Conversions,Image,303762,19477,2408,9170.24,793388.75
CMP07480,Eid Offers,Meta,2026-02-19,UAE,Traffic,Image,188251,7935,812,6156.01,76480.71
CMP07481,Brand Awareness,Meta,2026-02-15,Saudi Arabia,Conversions,Story,41296,1622,211,1914.55,73654.14
CMP07482,Ramadan Offers,Google Ads,2026-05-27,UK,Lead Generation,Carousel,44440,593,20,2630.14,6635.28
CMP07483,Summer Sale,TikTok,2026-07-17,Egypt,Traffic,Story,476033,11477,641,16093.51,67693.04
CMP07484,Flash Sale,LinkedIn,2026-08-06,Saudi Arabia,Lead Generation,Image,423644,15869,1447,25593.32,566729.68
CMP07485,Back to School,LinkedIn,2026-01-22,UK,Awareness,Carousel,280397,7594,917,14858.77,224305.88
CMP07486,Eid Offers,TikTok,2026-07-04,USA,Lead Generation,Image,71339,2940,62,4303.6,7424.36
CMP07487,Back to School,LinkedIn,2026-07-15,Saudi Arabia,Conversions,Image,418622,28726,3412,25411.71,797173.14
CMP07488,Ramadan Offers,Google Ads,2026-03-07,Saudi Arabia,Conversions,Image,357325,7414,579,27993.84,154838.05
CMP07489,Black Friday,LinkedIn,2026-02-07,UK,Lead Generation,Carousel,42113,3011,255,2165.54,66909.27
CMP07490,Ramadan Offers,Meta,2026-01-30,UK,Conversions,Story,279208,21955,1162,17272.76,75248.06
CMP07491,Eid Offers,Meta,2026-05-02,USA,Conversions,Image,160797,10605,560,6390.58,31687.54
CMP07492,Black Friday,Google Ads,2026-01-04,USA,Awareness,Video,235885,10385,910,13971.56,245657.05
CMP07493,Black Friday,Meta,2026-04-13,Saudi Arabia,Awareness,Video,106431,6041,432,7816.89,46582.2
CMP07494,Ramadan Offers,LinkedIn,2026-05-20,Egypt,Traffic,Carousel,422697,24305,2555,37586.16,867705.42
CMP07495,Flash Sale,LinkedIn,2026-06-04,UK,Conversions,Image,499572,9266,1345,49565.89,288198.24
CMP07496,Winter Collection,LinkedIn,2026-01-17,USA,Awareness,Video,257342,14873,1443,10799.31,230674.15
CMP07497,Eid Offers,Google Ads,2026-01-03,UAE,Traffic,Carousel,184889,8429,1216,12328.67,88854.3
CMP07498,Ramadan Offers,Google Ads,2026-05-06,Saudi Arabia,Lead Generation,Image,405878,15392,674,12554.39,107288.65
CMP07499,Eid Offers,Meta,2026-05-17,Saudi Arabia,Awareness,Video,190479,8769,1208,11337.5,287655.91
CMP07500,Flash Sale,Meta,2026-08-29,Egypt,Awareness,Carousel,124440,6005,179,7411.93,53578.94
CMP07501,Flash Sale,LinkedIn,2026-04-04,UK,Conversions,Video,450709,24432,264,18195.78,13297.31
CMP07502,Black Friday,TikTok,2026-08-30,Egypt,Awareness,Carousel,302491,5808,659,13638.77,37176.33
